     9      9      9      2 
     0      0      0      0         -0.002236802955433 
     0      0      0      1         -0.002010707823724 
     0      0      1      0         -0.000000000000000 
     0      0      1      1          0.000000000000000 
     0      0      2      0          0.000000000000000 
     0      0      2      1          0.000000000000000 
     0      0      3      0          0.000138293345884 
     0      0      3      1          0.001678282310577 
     0      0      4      0         -0.001568356287445 
     0      0      4      1          0.000911766045513 
     0      0      5      0          0.000000000000000 
     0      0      5      1          0.000000000000000 
     0      0      6      0          0.000000000000000 
     0      0      6      1         -0.000000000000000 
     0      0      7      0          0.001632331496451 
     0      0      7      1          0.003642132762256 
     0      0      8      0          0.000856289129541 
     0      0      8      1          0.003261388627562 
     0      1      0      0         -0.000000000000000 
     0      1      0      1          0.000000000000000 
     0      1      1      0         -0.000850081643976 
     0      1      1      1         -0.009030872709077 
     0      1      2      0         -0.000000000000000 
     0      1      2      1         -0.000000000000000 
     0      1      3      0          0.000000000000000 
     0      1      3      1          0.000000000000000 
     0      1      4      0         -0.000000000000000 
     0      1      4      1          0.000000000000000 
     0      1      5      0         -0.000990899783595 
     0      1      5      1         -0.004131202392189 
     0      1      6      0         -0.000000810038774 
     0      1      6      1         -0.000003377167070 
     0      1      7      0          0.000000000000000 
     0      1      7      1          0.000000000000000 
     0      1      8      0          0.000000000000000 
     0      1      8      1          0.000000000000000 
     0      2      0      0         -0.000000000000000 
     0      2      0      1          0.000000000000000 
     0      2      1      0         -0.000000000000000 
     0      2      1      1         -0.000000000000000 
     0      2      2      0         -0.000850081643993 
     0      2      2      1         -0.009030872709125 
     0      2      3      0          0.000000000000000 
     0      2      3      1          0.000000000000000 
     0      2      4      0         -0.000000000000000 
     0      2      4      1         -0.000000000000000 
     0      2      5      0          0.000000810038774 
     0      2      5      1          0.000003377167070 
     0      2      6      0         -0.000990899783607 
     0      2      6      1         -0.004131202392184 
     0      2      7      0          0.000000000000000 
     0      2      7      1          0.000000000000000 
     0      2      8      0          0.000000000000000 
     0      2      8      1          0.000000000000000 
     0      3      0      0         -0.002775560316397 
     0      3      0      1          0.010910951866607 
     0      3      1      0          0.000000000000000 
     0      3      1      1          0.000000000000000 
     0      3      2      0          0.000000000000000 
     0      3      2      1          0.000000000000000 
     0      3      3      0          0.000042005545570 
     0      3      3      1          0.005108592887521 
     0      3      4      0         -0.002647173046018 
     0      3      4      1          0.006701501111538 
     0      3      5      0          0.000000000000000 
     0      3      5      1          0.000000000000000 
     0      3      6      0          0.000000000000000 
     0      3      6      1         -0.000000000000000 
     0      3      7      0          0.002713618825682 
     0      3      7      1          0.004706921237128 
     0      3      8      0          0.000465484639107 
     0      3      8      1          0.008314060192725 
     0      4      0      0         -0.002102571010333 
     0      4      0      1         -0.008551419283765 
     0      4      1      0         -0.000000000000000 
     0      4      1      1         -0.000000000000000 
     0      4      2      0         -0.000000000000000 
     0      4      2      1         -0.000000000000000 
     0      4      3      0          0.000700868896487 
     0      4      3      1         -0.002157792068740 
     0      4      4      0         -0.001021121246083 
     0      4      4      1         -0.007072010607016 
     0      4      5      0         -0.000000000000000 
     0      4      5      1          0.000000000000000 
     0      4      6      0         -0.000000000000000 
     0      4      6      1          0.000000000000000 
     0      4      7      0          0.002100108065859 
     0      4      7      1         -0.000710244419070 
     0      4      8      0          0.001965363173866 
     0      4      8      1         -0.000281924312129 
     0      5      0      0         -0.000000000000000 
     0      5      0      1          0.000000000000000 
     0      5      1      0         -0.003657283912955 
     0      5      1      1         -0.008800945881235 
     0      5      2      0          0.000002989749139 
     0      5      2      1          0.000007194579639 
     0      5      3      0          0.000000000000000 
     0      5      3      1          0.000000000000000 
     0      5      4      0         -0.000000000000000 
     0      5      4      1          0.000000000000000 
     0      5      5      0         -0.004105131673132 
     0      5      5      1         -0.007507144997053 
     0      5      6      0         -0.000000000000000 
     0      5      6      1         -0.000000000000000 
     0      5      7      0          0.000000000000000 
     0      5      7      1          0.000000000000000 
     0      5      8      0         -0.000000000000000 
     0      5      8      1          0.000000000000000 
     0      6      0      0          0.000000000000000 
     0      6      0      1          0.000000000000001 
     0      6      1      0         -0.000002989749139 
     0      6      1      1         -0.000007194579639 
     0      6      2      0         -0.003657283912967 
     0      6      2      1         -0.008800945881230 
     0      6      3      0          0.000000000000000 
     0      6      3      1          0.000000000000000 
     0      6      4      0         -0.000000000000000 
     0      6      4      1          0.000000000000000 
     0      6      5      0         -0.000000000000000 
     0      6      5      1         -0.000000000000000 
     0      6      6      0         -0.004105131673115 
     0      6      6      1         -0.007507144997004 
     0      6      7      0         -0.000000000000000 
     0      6      7      1          0.000000000000000 
     0      6      8      0         -0.000000000000000 
     0      6      8      1          0.000000000000000 
     0      7      0      0          0.001751110206679 
     0      7      0      1         -0.005079335939117 
     0      7      1      0          0.000000000000000 
     0      7      1      1          0.000000000000000 
     0      7      2      0          0.000000000000000 
     0      7      2      1          0.000000000000000 
     0      7      3      0          0.000298501927844 
     0      7      3      1          0.003847275729008 
     0      7      4      0          0.001386544364908 
     0      7      4      1         -0.002311263110944 
     0      7      5      0         -0.000000000000000 
     0      7      5      1          0.000000000000000 
     0      7      6      0         -0.000000000000000 
     0      7      6      1          0.000000000000000 
     0      7      7      0         -0.001012549628972 
     0      7      7      1          0.010421867371834 
     0      7      8      0          0.000041641366285 
     0      7      8      1          0.011554171894334 
     0      8      0      0         -0.001258180533404 
     0      8      0      1          0.009817268433193 
     0      8      1      0          0.000000000000000 
     0      8      1      1          0.000000000000000 
     0      8      2      0          0.000000000000000 
     0      8      2      1          0.000000000000000 
     0      8      3      0          0.000716045253663 
     0      8      3      1          0.009828164909798 
     0      8      4      0         -0.001411368101618 
     0      8      4      1          0.003348805350891 
     0      8      5      0          0.000000000000000 
     0      8      5      1         -0.000000000000000 
     0      8      6      0          0.000000000000000 
     0      8      6      1         -0.000000000000000 
     0      8      7      0          0.002304536520200 
     0      8      7      1          0.011406931501190 
     0      8      8      0          0.002938768366140 
     0      8      8      1          0.025252310684834 
     1      0      0      0         -0.000000000000000 
     1      0      0      1          0.000000000000000 
     1      0      1      0         -0.000210831746927 
     1      0      1      1         -0.000264947908983 
     1      0      2      0          0.000000000000000 
     1      0      2      1          0.000000000000000 
     1      0      3      0          0.000000000000000 
     1      0      3      1          0.000000000000000 
     1      0      4      0         -0.000000000000000 
     1      0      4      1         -0.000000000000000 
     1      0      5      0          0.000023944179159 
     1      0      5      1          0.001117364531584 
     1      0      6      0          0.000000019573840 
     1      0      6      1          0.000000913420923 
     1      0      7      0          0.000000000000000 
     1      0      7      1          0.000000000000000 
     1      0      8      0          0.000000000000000 
     1      0      8      1          0.000000000000000 
     1      1      0      0         -0.000903749297146 
     1      1      0      1         -0.009004504466689 
     1      1      1      0         -0.000000000000000 
     1      1      1      1         -0.000000000000000 
     1      1      2      0         -0.000000000000000 
     1      1      2      1         -0.000000000000000 
     1      1      3      0         -0.000457754787012 
     1      1      3      1         -0.008422178064401 
     1      1      4      0         -0.000467557163029 
     1      1      4      1          0.002261666459794 
     1      1      5      0         -0.000000000000000 
     1      1      5      1          0.000000000000000 
     1      1      6      0          0.000000000000000 
     1      1      6      1         -0.000000000000000 
     1      1      7      0         -0.000741841503656 
     1      1      7      1         -0.007586806752221 
     1      1      8      0         -0.000158127887579 
     1      1      8      1         -0.000145299081384 
     1      2      0      0         -0.000000000000000 
     1      2      0      1         -0.000000000000000 
     1      2      1      0         -0.000000000000000 
     1      2      1      1          0.000000000000000 
     1      2      2      0         -0.000000000000000 
     1      2      2      1         -0.000000000000000 
     1      2      3      0         -0.000000000000000 
     1      2      3      1         -0.000000000000000 
     1      2      4      0         -0.000000000000000 
     1      2      4      1         -0.000000000000000 
     1      2      5      0         -0.000000000000000 
     1      2      5      1          0.000000000000000 
     1      2      6      0          0.000000000000000 
     1      2      6      1          0.000000000000000 
     1      2      7      0         -0.000000000000000 
     1      2      7      1         -0.000000000000000 
     1      2      8      0         -0.000000000000000 
     1      2      8      1         -0.000000000000000 
     1      3      0      0          0.000000000000000 
     1      3      0      1          0.000000000000000 
     1      3      1      0         -0.000169434300814 
     1      3      1      1          0.004583678316159 
     1      3      2      0         -0.000000000000000 
     1      3      2      1          0.000000000000000 
     1      3      3      0          0.000000000000000 
     1      3      3      1          0.000000000000000 
     1      3      4      0         -0.000000000000000 
     1      3      4      1          0.000000000000000 
     1      3      5      0         -0.000280076591780 
     1      3      5      1          0.007954834533953 
     1      3      6      0         -0.000000228956452 
     1      3      6      1          0.000006502902227 
     1      3      7      0          0.000000000000000 
     1      3      7      1          0.000000000000000 
     1      3      8      0          0.000000000000000 
     1      3      8      1          0.000000000000000 
     1      4      0      0         -0.000000000000000 
     1      4      0      1         -0.000000000000000 
