     2      9 
     0      0         -0.000350931722807 
     0      1         -0.000000000000000 
     0      2         -0.000000000000000 
     0      3         -0.000295089961924 
     0      4         -0.000423339728852 
     0      5         -0.000000000000000 
     0      6          0.000000000000000 
     0      7          0.000037772966172 
     0      8          0.000000306370505 
     1      0         -0.030557462057709 
     1      1         -0.000000000000000 
     1      2          0.000000000000000 
     1      3         -0.021152669298404 
     1      4         -0.006709781507915 
     1      5         -0.000000000000001 
     1      6         -0.000000000000001 
     1      7         -0.003777806636096 
     1      8          0.008420565330336 
