     2      9 
     0      0         -0.000095237940856 
     0      1          0.000000000000000 
     0      2          0.000000000000000 
     0      3         -0.000054844339947 
     0      4         -0.000278245703630 
     0      5          0.000000000000000 
     0      6         -0.000000000000000 
     0      7          0.000159401948873 
     0      8         -0.000125043068376 
     1      0         -0.000368287093485 
     1      1         -0.000000000000000 
     1      2         -0.000000000000000 
     1      3         -0.000596937133609 
     1      4          0.000015564980895 
     1      5          0.000000000000000 
     1      6          0.000000000000000 
     1      7         -0.000989001246970 
     1      8         -0.000507363714412 
