     18       18
      0        0       -0.009826884098
      0        1       -0.017519028258
      0        2        0.010909072383
      0        3       -0.821126548179
      0        4       -0.536725963153
      0        5        0.192656446512
      0        6       -0.002503412142
      0        7        0.004571505841
      0        8        0.002902510038
      0        9        0.001357867551
      0       10       -0.000000000000
      0       11        0.000000000000
      0       12       -0.000000000000
      0       13        0.000000000000
      0       14       -0.000000000000
      0       15       -0.000000000000
      0       16        0.000000000000
      0       17        0.000000000000
      1        0       -0.000000000000
      1        1        0.000000000000
      1        2        0.000000000000
      1        3        0.000000000000
      1        4       -0.000000000000
      1        5        0.000000000000
      1        6       -0.000000000000
      1        7       -0.000000000000
      1        8        0.000000000000
      1        9       -0.000000000000
      1       10       -0.707395925326
      1       11       -0.036826090892
      1       12        0.632371802569
      1       13       -0.353725220663
      1       14        0.001744942594
      1       15        0.001744942594
      1       16        0.002109463253
      1       17        0.000639605439
      2        0        0.000000000000
      2        1        0.000000000000
      2        2       -0.000000000000
      2        3       -0.000000000000
      2        4        0.000000000000
      2        5        0.000000000000
      2        6       -0.000000000000
      2        7        0.000000000000
      2        8       -0.000000000000
      2        9        0.000000000000
      2       10       -0.006272586733
      2       11        0.706464563543
      2       12        0.315671628282
      2       13        0.611899617465
      2       14       -0.000639522493
      2       15       -0.000639522493
      2       16       -0.001001459209
      2       17       -0.002245809575
      3        0        0.033500254430
      3        1        0.092691818609
      3        2       -0.008538855457
      3        3        0.228491107008
      3        4       -0.620380229719
      3        5       -0.743714379459
      3        6        0.003283695318
      3        7       -0.002555692167
      3        8       -0.001515566551
      3        9       -0.001594641938
      3       10        0.000000000000
      3       11        0.000000000000
      3       12        0.000000000000
      3       13        0.000000000000
      3       14       -0.000000000000
      3       15       -0.000000000000
      3       16       -0.000000000000
      3       17       -0.000000000000
      4        0       -0.021519632937
      4        1        0.067048438091
      4        2        0.015979670352
      4        3       -0.521834722851
      4        4        0.571029281783
      4        5       -0.629514111814
      4        6       -0.004952820807
      4        7        0.005913668982
      4        8        0.006533080496
      4        9        0.003153383464
      4       10        0.000000000000
      4       11        0.000000000000
      4       12        0.000000000000
      4       13        0.000000000000
      4       14       -0.000000000000
      4       15       -0.000000000000
      4       16       -0.000000000000
      4       17       -0.000000000000
      5        0        0.000000000000
      5        1       -0.000000000000
      5        2        0.000000000000
      5        3        0.000000000000
      5        4       -0.000000000000
      5        5       -0.000000000000
      5        6       -0.000000000000
      5        7       -0.000000000000
      5        8        0.000000000000
      5        9       -0.000000000000
      5       10       -0.131699051723
      5       11        0.687997222410
      5       12       -0.423354221037
      5       13       -0.539807801709
      5       14       -0.001192787188
      5       15       -0.001192787188
      5       16       -0.002409922035
      5       17       -0.008271447271
      6        0        0.000000000000
      6        1       -0.000000000000
      6        2        0.000000000000
      6        3        0.000000000000
      6        4        0.000000000000
      6        5       -0.000000000000
      6        6       -0.000000000000
      6        7        0.000000000000
      6        8       -0.000000000000
      6        9       -0.000000000000
      6       10       -0.694334788753
      6       11       -0.161571225948
      6       12       -0.566737689057
      6       13        0.457195736946
      6       14        0.006837271624
      6       15        0.006837271624
      6       16        0.008892188865
      6       17        0.004057327577
      7        0        0.045024568817
      7        1       -0.992344792046
      7        2        0.003271060603
      7        3       -0.000505486833
      7        4       -0.008703700554
      7        5       -0.114592297124
      7        6        0.000530818784
      7        7        0.001671072913
      7        8        0.001727086479
      7        9        0.000663703562
      7       10        0.000000000000
      7       11       -0.000000000000
      7       12        0.000000000000
      7       13        0.000000000000
      7       14       -0.000000000000
      7       15       -0.000000000000
      7       16       -0.000000000000
      7       17       -0.000000000000
      8        0        0.998133016534
      8        1        0.042935379200
      8        2        0.002742688586
      8        3       -0.026896737450
      8        4        0.028200722772
      8        5        0.018466367761
      8        6       -0.003401903241
      8        7        0.001857898286
      8        8        0.002175201216
      8        9        0.000184273079
      8       10       -0.000000000000
      8       11       -0.000000000000
      8       12       -0.000000000000
      8       13       -0.000000000000
      8       14        0.000000000000
      8       15        0.000000000000
      8       16        0.000000000000
      8       17        0.000000000000
      9        0       -0.001387053689
      9        1        0.001134068099
      9        2        0.008910518828
      9        3        0.005739332136
      9        4       -0.001577020763
      9        5        0.000625533831
      9        6       -0.000834723496
      9        7        0.949706976763
      9        8       -0.098348296988
      9        9       -0.297094510904
      9       10        0.000000000000
      9       11        0.000000000000
      9       12       -0.000000000000
      9       13       -0.000000000000
      9       14        0.000000000000
      9       15        0.000000000000
      9       16       -0.000000000000
      9       17       -0.000000000000
     10        0       -0.000000000000
     10        1        0.000000000000
     10        2       -0.000000000000
     10        3       -0.000000000000
     10        4       -0.000000000000
     10        5        0.000000000000
     10        6        0.000000000000
     10        7       -0.000000000000
     10        8       -0.000000000000
     10        9        0.000000000000
     10       10        0.003384980277
     10       11        0.000176217570
     10       12        0.001709585758
     10       13       -0.000956278564
     10       14        0.880622729897
     10       15        0.880622729897
     10       16       -0.285835675978
     10       17       -0.086667569480
     11        0       -0.000000000000
     11        1        0.000000000000
     11        2       -0.000000000000
     11        3       -0.000000000000
     11        4        0.000000000000
     11        5        0.000000000000
     11        6        0.000000000000
     11        7        0.000000000000
     11        8        0.000000000000
     11        9       -0.000000000000
     11       10        0.000030015132
     11       11       -0.003380523591
     11       12        0.000853402568
     11       13        0.001654240223
     11       14       -0.322748751458
     11       15       -0.322748751458
     11       16        0.135699339500
     11       17        0.304310822684
     12        0        0.002239170991
     12        1       -0.001513701793
     12        2       -0.003781009582
     12        3       -0.007042090846
     12        4        0.003465821242
     12        5       -0.002683845485
     12        6        0.014453044901
     12        7       -0.100043091759
     12        8       -0.994790370248
     12        9        0.009176129152
     12       10       -0.000000000000
     12       11        0.000000000000
     12       12        0.000000000000
     12       13       -0.000000000000
     12       14        0.000000000000
     12       15        0.000000000000
     12       16       -0.000000000000
     12       17       -0.000000000000
     13        0       -0.000502595999
     13        1        0.000953506505
     13        2       -0.014727389074
     13        3        0.004801820210
     13        4       -0.002536208747
     13        5        0.000826011821
     13        6       -0.001582603493
     13        7        0.296563848589
     13        8       -0.021033327417
     13        9        0.954650065899
     13       10       -0.000000000000
     13       11       -0.000000000000
     13       12       -0.000000000000
     13       13       -0.000000000000
     13       14        0.000000000000
     13       15        0.000000000000
     13       16       -0.000000000000
     13       17        0.000000000000
     14        0       -0.000000000000
     14        1        0.000000000000
     14        2       -0.000000000000
     14        3       -0.000000000000
     14        4        0.000000000000
     14        5        0.000000000000
     14        6        0.000000000000
     14        7        0.000000000000
     14        8       -0.000000000000
     14        9        0.000000000000
     14       10        0.001814071297
     14       11       -0.009476727410
     14       12        0.003451976194
     14       13        0.004401523802
     14       14       -0.053753827485
     14       15       -0.053753827485
     14       16       -0.248127497793
     14       17       -0.851634818404
     15        0        0.000000000000
     15        1        0.000000000000
     15        2       -0.000000000000
     15        3       -0.000000000000
     15        4       -0.000000000000
     15        5        0.000000000000
     15        6        0.000000000000
     15        7       -0.000000000000
     15        8       -0.000000000000
     15        9       -0.000000000000
     15       10        0.009564023386
     15       11        0.002225541639
     15       12        0.004621106661
     15       13       -0.003727915588
     15       14        0.308126649115
     15       15        0.308126649115
     15       16        0.915546868781
     15       17        0.417745688400
     16        0        0.003119414649
     16        1        0.000648274900
     16        2       -0.010601155566
     16        3       -0.005576366634
     16        4        0.003660185493
     16        5       -0.000049977952
     16        6        0.999809062554
     16        7        0.002812956804
     16        8        0.014350753469
     16        9        0.000975066638
     16       10       -0.000000000000
     16       11        0.000000000000
     16       12       -0.000000000000
     16       13       -0.000000000000
     16       14        0.000000000000
     16       15        0.000000000000
     16       16       -0.000000000000
     16       17       -0.000000000000
     17        0       -0.002102154350
     17        1        0.003045888082
     17        2        0.999555668373
     17        3        0.019265347095
     17        4       -0.008591100339
     17        5        0.001928216598
     17        6        0.010784788102
     17        7       -0.004622021592
     17        8       -0.003204649596
     17        9        0.016677715546
     17       10        0.000000000000
     17       11        0.000000000000
     17       12       -0.000000000000
     17       13       -0.000000000000
     17       14        0.000000000000
     17       15        0.000000000000
     17       16        0.000000000000
     17       17        0.000000000000
