     9      9 
     0      0          0.013227393218849 
     0      1         -0.000000000000000 
     0      2         -0.000000000000000 
     0      3          0.002444655121264 
     0      4         -0.000481811704708 
     0      5         -0.000000000000000 
     0      6         -0.000000000000000 
     0      7          0.002985982655667 
     0      8          0.004289044844872 
     1      0         -0.000000000000000 
     1      1          0.054004987346105 
     1      2          0.000000000000000 
     1      3          0.000000000000001 
     1      4         -0.000000000000000 
     1      5         -0.000245946066821 
     1      6         -0.000000201055498 
     1      7          0.000000000000000 
     1      8         -0.000000000000000 
     2      0         -0.000000000000000 
     2      1          0.000000000000000 
     2      2          0.054004987346104 
     2      3          0.000000000000001 
     2      4         -0.000000000000000 
     2      5          0.000000201055499 
     2      6         -0.000245946066179 
     2      7          0.000000000000000 
     2      8         -0.000000000000000 
     3      0          0.001765992606968 
     3      1          0.000000000000001 
     3      2          0.000000000000001 
     3      3          0.118673282582340 
     3      4         -0.000125345249662 
     3      5         -0.000000000000000 
     3      6         -0.000000000000000 
     3      7          0.005348491278910 
     3      8          0.006285252422066 
     4      0         -0.000084476430590 
     4      1         -0.000000000000000 
     4      2         -0.000000000000000 
     4      3          0.000528758052090 
     4      4          0.196916941062490 
     4      5          0.000000000000000 
     4      6          0.000000000000001 
     4      7         -0.000114675131434 
     4      8          0.000407142454505 
     5      0         -0.000000000000000 
     5      1         -0.000042516552350 
     5      2          0.000000034756346 
     5      3         -0.000000000000000 
     5      4          0.000000000000000 
     5      5          0.225213246764760 
     5      6          0.000000000000000 
     5      7          0.000000000000000 
     5      8          0.000000000000000 
     6      0         -0.000000000000000 
     6      1         -0.000000034756346 
     6      2         -0.000042516551708 
     6      3         -0.000000000000000 
     6      4          0.000000000000001 
     6      5          0.000000000000000 
     6      6          0.225213246764761 
     6      7          0.000000000000000 
     6      8         -0.000000000000000 
     7      0          0.001629503963520 
     7      1          0.000000000000000 
     7      2          0.000000000000000 
     7      3          0.003416935407282 
     7      4         -0.000258832878561 
     7      5          0.000000000000000 
     7      6          0.000000000000000 
     7      7          0.565644508738963 
     7      8          0.006164679155454 
     8      0          0.001079135180117 
     8      1         -0.000000000000000 
     8      2         -0.000000000000000 
     8      3          0.001901943189586 
     8      4         -0.000011680637982 
     8      5         -0.000000000000000 
     8      6         -0.000000000000000 
     8      7          0.003114750300107 
     8      8          1.489301723278836 
