     2      2      2      9 
     0      0      0      0          0.046558559438773 
     0      0      0      1         -0.000000000000001 
     0      0      0      2         -0.000000000000001 
     0      0      0      3         -0.015093420678921 
     0      0      0      4          0.126965563941884 
     0      0      0      5         -0.000000000000001 
     0      0      0      6         -0.000000000000005 
     0      0      0      7         -0.096054484367149 
     0      0      0      8          0.064390044643319 
     0      0      1      0         -0.004776792328805 
     0      0      1      1          0.000000000000000 
     0      0      1      2          0.000000000000000 
     0      0      1      3          0.005548881646243 
     0      0      1      4         -0.014232857678597 
     0      0      1      5          0.000000000000000 
     0      0      1      6          0.000000000000001 
     0      0      1      7          0.014213974285420 
     0      0      1      8         -0.007135520532329 
     0      1      0      0          0.011498107191499 
     0      1      0      1          0.000000000000001 
     0      1      0      2          0.000000000000002 
     0      1      0      3          0.073126272543171 
     0      1      0      4         -0.043129132315413 
     0      1      0      5          0.000000000000000 
     0      1      0      6          0.000000000000002 
     0      1      0      7          0.046574836344324 
     0      1      0      8          0.044648553875608 
     0      1      1      0          0.004089866536091 
     0      1      1      1          0.000000000000000 
     0      1      1      2          0.000000000000000 
     0      1      1      3          0.003824666358137 
     0      1      1      4          0.003204226418237 
     0      1      1      5         -0.000000000000000 
     0      1      1      6         -0.000000000000000 
     0      1      1      7          0.006158774897776 
     0      1      1      8          0.010940691007664 
     1      0      0      0         -0.004686966828798 
     1      0      0      1          0.000000000000000 
     1      0      0      2          0.000000000000000 
     1      0      0      3          0.005612541710902 
     1      0      0      4         -0.014030201358330 
     1      0      0      5          0.000000000000000 
     1      0      0      6          0.000000000000001 
     1      0      0      7          0.014068086213326 
     1      0      0      8         -0.007008590261724 
     1      0      1      0          0.010624126157926 
     1      0      1      1          0.000000000000000 
     1      0      1      2          0.000000000000000 
     1      0      1      3          0.010901702161776 
     1      0      1      4          0.020442594692587 
     1      0      1      5         -0.000000000000000 
     1      0      1      6         -0.000000000000001 
     1      0      1      7         -0.003134884162249 
     1      0      1      8          0.019503281185085 
     1      1      0      0          0.004147223606873 
     1      1      0      1          0.000000000000000 
     1      1      0      2          0.000000000000000 
     1      1      0      3          0.003952861714164 
     1      1      0      4          0.003187777079216 
     1      1      0      5         -0.000000000000000 
     1      1      0      6         -0.000000000000000 
     1      1      0      7          0.006344443268339 
     1      1      0      8          0.011076159078903 
     1      1      1      0          0.040442574572645 
     1      1      1      1          0.000000000000001 
     1      1      1      2          0.000000000000002 
     1      1      1      3          0.080485004810506 
     1      1      1      4         -0.015004077282814 
     1      1      1      5          0.000000000000000 
     1      1      1      6          0.000000000000001 
     1      1      1      7          0.101766939091716 
     1      1      1      8          0.092334497569241 
