     18       18
      0        0        2.206985964919
      0        1        0.000000000000
      0        2        0.000000000000
      0        3        0.036747582010
      0        4       -0.091737336354
      0        5        0.000000000000
      0        6        0.000000000000
      0        7        0.004080026665
      0        8       -0.016065094083
      0        9       -0.007202251747
      0       10        0.000000000000
      0       11        0.000000000000
      0       12        0.005829248162
      0       13       -0.004513644475
      0       14        0.000000000000
      0       15        0.000000000000
      0       16        0.003226463931
      0       17       -0.006307030769
      1        0        0.000000000000
      1        1        2.286712384839
      1        2        0.000000000000
      1        3        0.000000000000
      1        4        0.000000000000
      1        5       -0.014248241986
      1        6       -0.078935073638
      1        7        0.000000000000
      1        8        0.000000000000
      1        9        0.000000000000
      1       10       -0.001968657981
      1       11        0.000000000000
      1       12        0.000000000000
      1       13        0.000000000000
      1       14       -0.000837646100
      1       15       -0.004640548402
      1       16        0.000000000000
      1       17        0.000000000000
      2        0        0.000000000000
      2        1        0.000000000000
      2        2        2.286712384839
      2        3        0.000000000000
      2        4        0.000000000000
      2        5       -0.078935073638
      2        6        0.014248241986
      2        7        0.000000000000
      2        8        0.000000000000
      2        9        0.000000000000
      2       10        0.000000000000
      2       11       -0.001968657981
      2       12        0.000000000000
      2       13        0.000000000000
      2       14       -0.004640548402
      2       15        0.000837646100
      2       16        0.000000000000
      2       17        0.000000000000
      3        0        0.036747582010
      3        1        0.000000000000
      3        2        0.000000000000
      3        3        2.347650963607
      3        4        0.032235707192
      3        5        0.000000000000
      3        6        0.000000000000
      3        7       -0.023653171610
      3        8        0.040473676938
      3        9        0.003821148939
      3       10        0.000000000000
      3       11        0.000000000000
      3       12       -0.003359361906
      3       13        0.004352554962
      3       14        0.000000000000
      3       15        0.000000000000
      3       16       -0.005172290514
      3       17        0.006610751046
      4        0       -0.091737336354
      4        1        0.000000000000
      4        2        0.000000000000
      4        3        0.032235707192
      4        4        2.297217858066
      4        5        0.000000000000
      4        6        0.000000000000
      4        7       -0.019516500046
      4        8       -0.026894853814
      4        9       -0.008538255890
      4       10        0.000000000000
      4       11        0.000000000000
      4       12        0.014062329228
      4       13       -0.008928682537
      4       14        0.000000000000
      4       15        0.000000000000
      4       16        0.007626076706
      4       17       -0.011920362396
      5        0        0.000000000000
      5        1       -0.014248241986
      5        2       -0.078935073638
      5        3        0.000000000000
      5        4        0.000000000000
      5        5        2.286611551403
      5        6        0.000000000000
      5        7        0.000000000000
      5        8        0.000000000000
      5        9        0.000000000000
      5       10       -0.001435933755
      5       11       -0.007955054162
      5       12        0.000000000000
      5       13        0.000000000000
      5       14       -0.021585477414
      5       15        0.000000000000
      5       16        0.000000000000
      5       17        0.000000000000
      6        0        0.000000000000
      6        1       -0.078935073638
      6        2        0.014248241986
      6        3        0.000000000000
      6        4        0.000000000000
      6        5        0.000000000000
      6        6        2.286611551403
      6        7        0.000000000000
      6        8        0.000000000000
      6        9        0.000000000000
      6       10       -0.007955054162
      6       11        0.001435933755
      6       12        0.000000000000
      6       13        0.000000000000
      6       14        0.000000000000
      6       15       -0.021585477414
      6       16        0.000000000000
      6       17        0.000000000000
      7        0        0.004080026665
      7        1        0.000000000000
      7        2        0.000000000000
      7        3       -0.023653171610
      7        4       -0.019516500046
      7        5        0.000000000000
      7        6        0.000000000000
      7        7        2.634384921547
      7        8        0.038940056720
      7        9       -0.003149612002
      7       10        0.000000000000
      7       11        0.000000000000
      7       12        0.004467862424
      7       13       -0.002553382348
      7       14        0.000000000000
      7       15        0.000000000000
      7       16       -0.000956825941
      7       17       -0.003893319390
      8        0       -0.016065094083
      8        1        0.000000000000
      8        2        0.000000000000
      8        3        0.040473676938
      8        4       -0.026894853814
      8        5        0.000000000000
      8        6        0.000000000000
      8        7        0.038940056720
      8        8        3.485018268221
      8        9       -0.004874955519
      8       10        0.000000000000
      8       11        0.000000000000
      8       12        0.007476620761
      8       13       -0.001977335949
      8       14        0.000000000000
      8       15        0.000000000000
      8       16        0.009239006698
      8       17       -0.004597204747
      9        0       -0.007202251747
      9        1        0.000000000000
      9        2        0.000000000000
      9        3        0.003821148939
      9        4       -0.008538255890
      9        5        0.000000000000
      9        6        0.000000000000
      9        7       -0.003149612002
      9        8       -0.004874955519
      9        9        0.170197559128
      9       10        0.000000000000
      9       11        0.000000000000
      9       12        0.011037427244
      9       13       -0.046043605676
      9       14        0.000000000000
      9       15        0.000000000000
      9       16       -0.000844196664
      9       17        0.011107659832
     10        0        0.000000000000
     10        1       -0.001968657981
     10        2        0.000000000000
     10        3        0.000000000000
     10        4        0.000000000000
     10        5       -0.001435933755
     10        6       -0.007955054162
     10        7        0.000000000000
     10        8        0.000000000000
     10        9        0.000000000000
     10       10        0.212186256444
     10       11        0.000000000000
     10       12        0.000000000000
     10       13        0.000000000000
     10       14       -0.006459294459
     10       15       -0.035784406543
     10       16        0.000000000000
     10       17        0.000000000000
     11        0        0.000000000000
     11        1        0.000000000000
     11        2       -0.001968657981
     11        3        0.000000000000
     11        4        0.000000000000
     11        5       -0.007955054162
     11        6        0.001435933755
     11        7        0.000000000000
     11        8        0.000000000000
     11        9        0.000000000000
     11       10        0.000000000000
     11       11        0.212186256444
     11       12        0.000000000000
     11       13        0.000000000000
     11       14       -0.035784406543
     11       15        0.006459294459
     11       16        0.000000000000
     11       17        0.000000000000
     12        0        0.005829248162
     12        1        0.000000000000
     12        2        0.000000000000
     12        3       -0.003359361906
     12        4        0.014062329228
     12        5        0.000000000000
     12        6        0.000000000000
     12        7        0.004467862424
     12        8        0.007476620761
     12        9        0.011037427244
     12       10        0.000000000000
     12       11        0.000000000000
     12       12        0.272543740228
     12       13        0.003878970308
     12       14        0.000000000000
     12       15        0.000000000000
     12       16        0.005703904310
     12       17       -0.004817965998
     13        0       -0.004513644475
     13        1        0.000000000000
     13        2        0.000000000000
     13        3        0.004352554962
     13        4       -0.008928682537
     13        5        0.000000000000
     13        6        0.000000000000
     13        7       -0.002553382348
     13        8       -0.001977335949
     13        9       -0.046043605676
     13       10        0.000000000000
     13       11        0.000000000000
     13       12        0.003878970308
     13       13        0.303306528124
     13       14        0.000000000000
     13       15        0.000000000000
     13       16       -0.000548857286
     13       17       -0.016353793109
     14        0        0.000000000000
     14        1       -0.000837646100
     14        2       -0.004640548402
     14        3        0.000000000000
     14        4        0.000000000000
     14        5       -0.021585477414
     14        6        0.000000000000
     14        7        0.000000000000
     14        8        0.000000000000
     14        9        0.000000000000
     14       10       -0.006459294459
     14       11       -0.035784406543
     14       12        0.000000000000
     14       13        0.000000000000
     14       14        0.309540257857
     14       15        0.000000000000
     14       16        0.000000000000
     14       17        0.000000000000
     15        0        0.000000000000
     15        1       -0.004640548402
     15        2        0.000837646100
     15        3        0.000000000000
     15        4        0.000000000000
     15        5        0.000000000000
     15        6       -0.021585477414
     15        7        0.000000000000
     15        8        0.000000000000
     15        9        0.000000000000
     15       10       -0.035784406543
     15       11        0.006459294459
     15       12        0.000000000000
     15       13        0.000000000000
     15       14        0.000000000000
     15       15        0.309540257857
     15       16        0.000000000000
     15       17        0.000000000000
     16        0        0.003226463931
     16        1        0.000000000000
     16        2        0.000000000000
     16        3       -0.005172290514
     16        4        0.007626076706
     16        5        0.000000000000
     16        6        0.000000000000
     16        7       -0.000956825941
     16        8        0.009239006698
     16        9       -0.000844196664
     16       10        0.000000000000
     16       11        0.000000000000
     16       12        0.005703904310
     16       13       -0.000548857286
     16       14        0.000000000000
     16       15        0.000000000000
     16       16        0.654379068948
     16       17       -0.008727695141
     17        0       -0.006307030769
     17        1        0.000000000000
     17        2        0.000000000000
     17        3        0.006610751046
     17        4       -0.011920362396
     17        5        0.000000000000
     17        6        0.000000000000
     17        7       -0.003893319390
     17        8       -0.004597204747
     17        9        0.011107659832
     17       10        0.000000000000
     17       11        0.000000000000
     17       12       -0.004817965998
     17       13       -0.016353793109
     17       14        0.000000000000
     17       15        0.000000000000
     17       16       -0.008727695141
     17       17        1.458086380572
