     5      5 
     0      0        -20.573896503164615 
     0      1         -0.000713051252004 
     0      2         -0.000000000000015 
     0      3          0.000718877334407 
     0      4         -0.000000000000001 
     1      0         -0.000284184573415 
     1      1         -1.358772082406111 
     1      2          0.000000000000022 
     1      3          0.006812667929366 
     1      4          0.000000000000001 
     2      0         -0.000000000000013 
     2      1         -0.000000000000002 
     2      2         -0.742375922428631 
     2      3         -0.000000000000018 
     2      4         -0.000000000000001 
     3      0          0.000245243307197 
     3      1          0.006063421747144 
     3      2         -0.000000000000005 
     3      3         -0.585422818378228 
     3      4         -0.000000000000000 
     4      0         -0.000000000000001 
     4      1          0.000000000000000 
     4      2         -0.000000000000001 
     4      3          0.000000000000000 
     4      4         -0.530913520102467 
