     5      8 
     0      0         -0.000104550442300 
     0      1          0.000000000000096 
     0      2         -0.000000000000048 
     0      3         -0.000169464130999 
     0      4          0.000000000000000 
     0      5          0.000066211322996 
     0      6         -0.000000000000061 
     0      7         -0.000139811810037 
     1      0         -0.000909031047206 
     1      1         -0.000000000000388 
     1      2          0.000000000000200 
     1      3         -0.000828719544877 
     1      4          0.000000000000001 
     1      5         -0.000490389873521 
     1      6          0.000000000000251 
     1      7         -0.001123365787483 
     2      0          0.000000000000044 
     2      1         -0.001764994100583 
     2      2         -0.000843439184713 
     2      3          0.000000000000067 
     2      4          0.000000000000000 
     2      5         -0.000000000000081 
     2      6         -0.001661832161427 
     2      7         -0.000000000000089 
     3      0          0.000951659080137 
     3      1         -0.000000000000182 
     3      2          0.000000000000191 
     3      3          0.000758958782477 
     3      4         -0.000000000000000 
     3      5         -0.001485027592853 
     3      6          0.000000000000116 
     3      7         -0.000042382535014 
     4      0          0.000000000000000 
     4      1         -0.000000000000000 
     4      2         -0.000000000000000 
     4      3          0.000000000000000 
     4      4         -0.001613008220074 
     4      5          0.000000000000000 
     4      6         -0.000000000000000 
     4      7          0.000000000000001 
