     5      5      5      5 
     0      0      0      0          4.739495453008257 
     0      0      0      1          0.430028676171571 
     0      0      0      2         -0.000000000000043 
     0      0      0      3          0.140886174596915 
     0      0      0      4         -0.000000000000000 
     0      0      1      0          0.430028676171572 
     0      0      1      1          0.059616544092075 
     0      0      1      2         -0.000000000000005 
     0      0      1      3          0.016990851172712 
     0      0      1      4          0.000000000000000 
     0      0      2      0         -0.000000000000043 
     0      0      2      1         -0.000000000000005 
     0      0      2      2          0.013949264370953 
     0      0      2      3         -0.000000000000003 
     0      0      2      4         -0.000000000000000 
     0      0      3      0          0.140886174596915 
     0      0      3      1          0.016990851172712 
     0      0      3      2         -0.000000000000003 
     0      0      3      3          0.024457972195724 
     0      0      3      4         -0.000000000000000 
     0      0      4      0         -0.000000000000000 
     0      0      4      1          0.000000000000000 
     0      0      4      2         -0.000000000000000 
     0      0      4      3         -0.000000000000000 
     0      0      4      4          0.025036195138195 
     0      1      0      0          0.430667764394239 
     0      1      0      1          1.042121927560044 
     0      1      0      2         -0.000000000000062 
     0      1      0      3          0.092283110260588 
     0      1      0      4          0.000000000000000 
     0      1      1      0          0.063591018185913 
     0      1      1      1          0.014809942396690 
     0      1      1      2         -0.000000000000003 
     0      1      1      3          0.007929083313098 
     0      1      1      4         -0.000000000000000 
     0      1      2      0         -0.000000000000005 
     0      1      2      1         -0.000000000000003 
     0      1      2      2         -0.020194105542573 
     0      1      2      3          0.000000000000000 
     0      1      2      4          0.000000000000000 
     0      1      3      0          0.016620423346513 
     0      1      3      1          0.014443605875220 
     0      1      3      2         -0.000000000000000 
     0      1      3      3         -0.019915763499025 
     0      1      3      4          0.000000000000000 
     0      1      4      0          0.000000000000000 
     0      1      4      1         -0.000000000000000 
     0      1      4      2          0.000000000000000 
     0      1      4      3         -0.000000000000000 
     0      1      4      4         -0.028680165108216 
     0      2      0      0         -0.000000000000047 
     0      2      0      1         -0.000000000000022 
     0      2      0      2          0.852441493898725 
     0      2      0      3         -0.000000000000069 
     0      2      0      4         -0.000000000000001 
     0      2      1      0         -0.000000000000005 
     0      2      1      1         -0.000000000000003 
     0      2      1      2          0.006302867474775 
     0      2      1      3         -0.000000000000003 
     0      2      1      4         -0.000000000000000 
     0      2      2      0          0.018947650345633 
     0      2      2      1         -0.022005597258752 
     0      2      2      2          0.000000000000003 
     0      2      2      3         -0.003459417573756 
     0      2      2      4          0.000000000000000 
     0      2      3      0         -0.000000000000006 
     0      2      3      1          0.000000000000001 
     0      2      3      2          0.005847979114107 
     0      2      3      3          0.000000000000004 
     0      2      3      4          0.000000000000000 
     0      2      4      0         -0.000000000000000 
     0      2      4      1          0.000000000000000 
     0      2      4      2          0.000000000000000 
     0      2      4      3          0.000000000000000 
     0      2      4      4          0.000000000000003 
     0      3      0      0          0.140800846878878 
     0      3      0      1          0.089536298397166 
     0      3      0      2         -0.000000000000080 
     0      3      0      3          0.970734326215418 
     0      3      0      4         -0.000000000000000 
     0      3      1      0          0.016431438932056 
     0      3      1      1          0.008336994609156 
     0      3      1      2         -0.000000000000002 
     0      3      1      3          0.012933369267095 
     0      3      1      4         -0.000000000000000 
     0      3      2      0         -0.000000000000004 
     0      3      2      1          0.000000000000002 
     0      3      2      2         -0.002751155017166 
     0      3      2      3          0.000000000000001 
     0      3      2      4          0.000000000000000 
     0      3      3      0          0.029547434837219 
     0      3      3      1         -0.021578081678492 
     0      3      3      2          0.000000000000004 
     0      3      3      3         -0.010029369279680 
     0      3      3      4          0.000000000000000 
     0      3      4      0         -0.000000000000000 
     0      3      4      1         -0.000000000000000 
     0      3      4      2          0.000000000000000 
     0      3      4      3          0.000000000000000 
     0      3      4      4         -0.009261846032556 
     0      4      0      0          0.000000000000000 
     0      4      0      1          0.000000000000001 
     0      4      0      2         -0.000000000000001 
     0      4      0      3         -0.000000000000000 
     0      4      0      4          1.038423491722822 
     0      4      1      0          0.000000000000000 
     0      4      1      1          0.000000000000000 
     0      4      1      2         -0.000000000000000 
     0      4      1      3         -0.000000000000000 
     0      4      1      4          0.011342387335940 
     0      4      2      0         -0.000000000000000 
     0      4      2      1          0.000000000000000 
     0      4      2      2          0.000000000000000 
     0      4      2      3          0.000000000000000 
     0      4      2      4         -0.000000000000000 
     0      4      3      0         -0.000000000000000 
     0      4      3      1          0.000000000000000 
     0      4      3      2          0.000000000000000 
     0      4      3      3          0.000000000000000 
     0      4      3      4          0.003413423286818 
     0      4      4      0          0.029972073100956 
     0      4      4      1         -0.029681094373988 
     0      4      4      2          0.000000000000003 
     0      4      4      3         -0.009846493819608 
     0      4      4      4          0.000000000000000 
     1      0      0      0          0.430667764394239 
     1      0      0      1          0.063591018185913 
     1      0      0      2         -0.000000000000005 
     1      0      0      3          0.016620423346513 
     1      0      0      4          0.000000000000000 
     1      0      1      0          1.042121927560044 
     1      0      1      1          0.014809942396690 
     1      0      1      2         -0.000000000000003 
     1      0      1      3          0.014443605875220 
     1      0      1      4         -0.000000000000000 
     1      0      2      0         -0.000000000000062 
     1      0      2      1         -0.000000000000003 
     1      0      2      2         -0.020194105542573 
     1      0      2      3         -0.000000000000000 
     1      0      2      4          0.000000000000000 
     1      0      3      0          0.092283110260589 
     1      0      3      1          0.007929083313098 
     1      0      3      2          0.000000000000000 
     1      0      3      3         -0.019915763499025 
     1      0      3      4         -0.000000000000000 
     1      0      4      0          0.000000000000000 
     1      0      4      1         -0.000000000000000 
     1      0      4      2          0.000000000000000 
     1      0      4      3          0.000000000000000 
     1      0      4      4         -0.028680165108216 
     1      1      0      0          0.063438487126084 
     1      1      0      1          0.014101884794798 
     1      1      0      2         -0.000000000000003 
     1      1      0      3          0.008028906866308 
     1      1      0      4         -0.000000000000000 
     1      1      1      0          0.014101884794798 
     1      1      1      1          0.739785183965203 
     1      1      1      2         -0.000000000000031 
     1      1      1      3         -0.008652480332257 
     1      1      1      4          0.000000000000000 
     1      1      2      0         -0.000000000000003 
     1      1      2      1         -0.000000000000031 
     1      1      2      2          0.133728158220120 
     1      1      2      3         -0.000000000000002 
     1      1      2      4          0.000000000000000 
     1      1      3      0          0.008028906866308 
     1      1      3      1         -0.008652480332257 
     1      1      3      2         -0.000000000000002 
     1      1      3      3          0.110238976340815 
     1      1      3      4          0.000000000000000 
     1      1      4      0         -0.000000000000000 
     1      1      4      1          0.000000000000000 
     1      1      4      2          0.000000000000000 
     1      1      4      3          0.000000000000000 
     1      1      4      4          0.125470972017114 
     1      2      0      0         -0.000000000000005 
     1      2      0      1         -0.000000000000003 
     1      2      0      2          0.006447041627401 
     1      2      0      3         -0.000000000000003 
     1      2      0      4         -0.000000000000000 
     1      2      1      0         -0.000000000000005 
     1      2      1      1          0.000000000000002 
     1      2      1      2          0.651608001280565 
     1      2      1      3         -0.000000000000019 
     1      2      1      4         -0.000000000000000 
     1      2      2      0         -0.022043521978752 
     1      2      2      1          0.139212158013986 
     1      2      2      2         -0.000000000000038 
     1      2      2      3         -0.011504146616651 
     1      2      2      4         -0.000000000000000 
     1      2      3      0          0.000000000000003 
     1      2      3      1         -0.000000000000003 
     1      2      3      2         -0.002786138544900 
     1      2      3      3         -0.000000000000028 
     1      2      3      4         -0.000000000000000 
     1      2      4      0          0.000000000000000 
     1      2      4      1          0.000000000000000 
     1      2      4      2          0.000000000000000 
     1      2      4      3         -0.000000000000000 
     1      2      4      4         -0.000000000000010 
     1      3      0      0          0.016653195684442 
     1      3      0      1          0.007931143677609 
     1      3      0      2         -0.000000000000002 
     1      3      0      3          0.012955754777445 
     1      3      0      4         -0.000000000000000 
     1      3      1      0          0.014700735781126 
     1      3      1      1         -0.011062937368019 
     1      3      1      2         -0.000000000000038 
     1      3      1      3          0.660369512186176 
     1      3      1      4          0.000000000000000 
     1      3      2      0          0.000000000000001 
     1      3      2      1         -0.000000000000011 
     1      3      2      2         -0.012693841271009 
     1      3      2      3         -0.000000000000052 
     1      3      2      4         -0.000000000000000 
     1      3      3      0         -0.021840590146908 
     1      3      3      1          0.114594249896247 
     1      3      3      2         -0.000000000000027 
     1      3      3      3          0.082136197001230 
     1      3      3      4         -0.000000000000000 
     1      3      4      0          0.000000000000000 
     1      3      4      1          0.000000000000000 
     1      3      4      2         -0.000000000000000 
     1      3      4      3          0.000000000000000 
     1      3      4      4          0.033805753843321 
     1      4      0      0          0.000000000000000 
     1      4      0      1         -0.000000000000000 
     1      4      0      2         -0.000000000000000 
     1      4      0      3         -0.000000000000000 
     1      4      0      4          0.011360925224384 
     1      4      1      0         -0.000000000000000 
     1      4      1      1          0.000000000000001 
     1      4      1      2         -0.000000000000000 
     1      4      1      3         -0.000000000000000 
     1      4      1      4          0.705911359453846 
     1      4      2      0          0.000000000000000 
     1      4      2      1          0.000000000000000 
     1      4      2      2         -0.000000000000000 
     1      4      2      3         -0.000000000000000 
     1      4      2      4         -0.000000000000040 
     1      4      3      0          0.000000000000000 
     1      4      3      1          0.000000000000000 
     1      4      3      2         -0.000000000000000 
     1      4      3      3         -0.000000000000000 
     1      4      3      4          0.046172413609631 
     1      4      4      0         -0.030208100449133 
     1      4      4      1          0.128297833398498 
     1      4      4      2         -0.000000000000014 
     1      4      4      3          0.033833227694256 
     1      4      4      4          0.000000000000000 
     2      0      0      0         -0.000000000000047 
     2      0      0      1         -0.000000000000005 
     2      0      0      2          0.018947650345633 
     2      0      0      3         -0.000000000000006 
     2      0      0      4         -0.000000000000000 
     2      0      1      0         -0.000000000000022 
     2      0      1      1         -0.000000000000003 
     2      0      1      2         -0.022005597258752 
     2      0      1      3          0.000000000000001 
     2      0      1      4          0.000000000000000 
     2      0      2      0          0.852441493898725 
     2      0      2      1          0.006302867474775 
     2      0      2      2          0.000000000000003 
     2      0      2      3          0.005847979114107 
     2      0      2      4          0.000000000000000 
     2      0      3      0         -0.000000000000069 
     2      0      3      1         -0.000000000000003 
     2      0      3      2         -0.003459417573756 
     2      0      3      3          0.000000000000004 
